# index, name, _pos
12351,WOSM 124,"array([-10.86483404,  22.36455892])"
12352,CA:SL2 12,"array([-8.6491804 , 28.84251643])"
12353,CAPTAIN AMERICA COMI,"array([-7.85922751, 30.95844518])"
12354,CAPTAIN AMERICA COMI,"array([-7.91926638, 30.17148356])"
12355,CAPTAIN AMERICA COMI,"array([-7.54686188, 29.81344056])"
12356,CAPTAIN AMERICA COMI,"array([-8.46689422, 28.88932009])"
12357,CAPTAIN AMERICA COMI,"array([-7.74097876, 29.51618615])"
12358,CAPTAIN AMERICA COMI,"array([-7.69182253, 29.89153579])"
12359,CAPTAIN AMERICA COMI,"array([-7.74585799, 30.27667998])"
12360,CAPTAIN AMERICA COMI,"array([-7.8551735 , 29.98883408])"
12361,CAPTAIN AMERICA COMI,"array([-7.79732039, 29.92289342])"
12362,CAPTAIN AMERICA COMI,"array([-7.58404174, 30.07344711])"
12363,CAPTAIN AMERICA COMI,"array([-8.04804577, 31.22423014])"
12364,CAPTAIN AMERICA COMI,"array([-8.13632946, 30.77170767])"
12365,CAPTAIN AMERICA COMI,"array([-8.03355615, 30.25950812])"
12366,CAPTAIN AMERICA COMI,"array([-7.67413325, 30.06348688])"
12367,CAPTAIN AMERICA COMI,"array([-7.97201548, 30.9556456 ])"
12368,YOUNG ALLIES 1,"array([-9.11454021, 29.45305671])"
12369,CAPTAIN AMERICA COMI,"array([-7.54385421, 31.36415378])"
12370,INV 29,"array([-9.34788145, 31.4604972 ])"
12371,GSINV 1,"array([-9.72327471, 31.41497224])"
12372,INV 3,"array([-9.72467431, 31.31419162])"
12373,INV 4,"array([-9.71174723, 31.5092163 ])"
12374,INV 31,"array([-8.36808621, 31.18256269])"
12375,INV 5,"array([-9.34710915, 30.42869434])"
12376,INV 10,"array([-9.57517192, 30.88539153])"
12377,INV 13,"array([-9.06426808, 31.41713437])"
12378,INV 14,"array([-8.7700804 , 31.66184381])"
12379,INV 15,"array([-8.69449715, 31.62651581])"
12380,INV 16,"array([-9.74677837, 30.68834365])"
12381,INV 17,"array([-9.93440672, 30.83498274])"
12382,INV 18,"array([-9.81471897, 30.75932894])"
12383,INV 19,"array([-9.67640588, 30.52741719])"
12384,INV 20,"array([-9.90414601, 30.54817729])"
12385,INV 21,"array([-9.72997707, 30.47119171])"
12386,INV 23,"array([-9.29980356, 30.79216394])"
12387,INV 25,"array([-9.31920234, 30.93303208])"
12388,SGTF 13,"array([-7.52011973, 28.76483703])"
12389,CA 383/2,"array([-7.89866293, 28.75006915])"
12390,CA '98,"array([-8.14988326, 29.14657959])"
12391,DF 2.4,"array([-10.87690782,  29.7912909 ])"
12392,DF 3.6,"array([-12.06567336,  30.34977334])"
12393,CA3 32,"array([-8.28238198, 28.53262333])"
12394,S-H2 53,"array([-9.92396237, 27.91215776])"
12395,CV 1,"array([-10.04581568,  28.05586635])"
12396,NOM 3,"array([-11.87494644,  26.70487172])"
12397,NOM 4,"array([-11.79416812,  26.75609309])"
12398,CA@ 10/5,"array([-11.56781255,  25.15235734])"
12399,NOM2 1,"array([-11.47668969,  24.98885413])"
12400,NOM2 2,"array([-10.50447277,  27.25962263])"
12401,NOM2 4,"array([-11.74740435,  24.73108629])"
12402,PWJ 45,"array([-10.6265773 ,  23.51533833])"
12403,PWJ 46,"array([-10.33108248,  23.76160706])"
12404,NOM2 5,"array([-10.95454748,  24.77736391])"
12405,NOM2 8,"array([-9.99402122, 24.93241516])"
12406,CA2 1,"array([-5.82072441, 30.95100921])"
12407,CA2 2,"array([-7.92978762, 28.81957366])"
12408,CA2 4,"array([-8.1028125 , 28.75793664])"
12409,CA2 5,"array([-8.04670615, 28.53964285])"
12410,CA2 6,"array([-11.85263881,  28.19292572])"
12411,CA2 8,"array([-7.6346962, 28.8272896])"
12412,CA2 10,"array([-8.12684735, 28.56563169])"
12413,CA2 11,"array([-7.97618991, 28.30612079])"
12414,CA2 12,"array([-11.48454459,  29.29322944])"
12415,YOUNG ALLIES,"array([-4.96831807, 29.94856058])"
12416,SENSM 22,"array([-9.2803615 , 25.64693467])"
12417,SENSM 21,"array([-9.03519033, 23.38643896])"
12418,SENSM 23,"array([-7.81309936, 25.48474139])"
12419,C2 39,"array([-16.33446017,  28.49209057])"
12420,CM5 6,"array([-14.62364415,  31.67145236])"
12421,CM5 12,"array([-14.76304421,  31.99226245])"
12422,CM5 15,"array([-14.54217384,  31.2461617 ])"
12423,CM5 16,"array([-14.59708424,  31.46874209])"
12424,S-H 18,"array([-9.24782313, 29.83857405])"
12425,S-H 19,"array([-12.15405816,  32.58477089])"
12426,TOS 59/2,"array([-11.66995533,  26.04638086])"
12427,PM&IF 55,"array([-11.53634715,  24.32112518])"
12428,DEF 17,"array([-10.69920518,  28.64524455])"
12429,DEF 18,"array([-10.82363648,  28.43825161])"
12430,DEF 19,"array([-10.78616925,  28.55009517])"
12431,IF 11,"array([-12.12842006,  26.79514279])"
12432,IF 12,"array([-11.5265803 ,  27.28217844])"
12433,T 304,"array([-13.66195491,  28.4734337 ])"
12434,PPTSS 125,"array([-11.14878939,  26.66120151])"
12435,PPTSS 126,"array([-11.07607838,  27.45102409])"
12436,DAMCON2 1,"array([-11.26713252,  27.65719346])"
12437,T 418,"array([-13.48107832,  29.50525847])"
12438,T 428,"array([-14.55500981,  28.24070131])"
12439,M/TU2 6,"array([-11.4713245 ,  26.64987091])"
12440,M/TU2 10,"array([-12.47979067,  29.40282256])"
12441,M/TU2 11,"array([-12.25981919,  29.54854066])"
12442,A3 15,"array([-11.89900233,  28.4845873 ])"
12443,DD 250,"array([-8.55896494, 24.57930616])"
12444,DD 251,"array([-8.10740389, 24.42678866])"
12445,DD 259,"array([-9.44823029, 24.71737928])"
12446,DD 260,"array([-10.72375169,  25.6700294 ])"
12447,DD 267,"array([-7.74565185, 23.72197878])"
12448,DD 291,"array([-8.86934642, 24.32088111])"
12449,SOLOA 13,"array([-8.22518755, 29.7650502 ])"
12450,DD 131,"array([-8.53913565, 25.0758233 ])"
12451,DD 132,"array([-8.57365062, 24.16880378])"
12452,DD 141,"array([-8.4763696 , 24.15825739])"
12453,DD 142,"array([-10.22534981,  25.71526721])"
12454,DD 146,"array([-8.19349471, 24.37866687])"
12455,DPOOL3 36,"array([-13.0719012 ,  26.78444816])"
12456,DD 159,"array([-8.55967335, 23.74357913])"
12457,DD 170,"array([-8.58096859, 23.89408948])"
12458,DD 172,"array([-8.63615819, 23.78628097])"
12459,DD 181,"array([-8.93330006, 23.40640602])"
12460,DD 191,"array([-8.29212962, 23.26506087])"
12461,DD 197,"array([-11.09768804,  24.86375046])"
12462,DD 198,"array([-11.06008813,  24.78952469])"
12463,DD 199,"array([-12.01661323,  24.13679736])"
12464,CA 375,"array([-9.95545175, 25.86928414])"
12465,DD 284,"array([-7.98708322, 23.73652375])"
12466,DD 285,"array([-8.3972689 , 22.93316928])"
12467,DD 286,"array([-8.37175057, 23.36750023])"
12468,DD 287,"array([-8.74210956, 23.79017115])"
12469,DD 288,"array([-8.70330424, 23.32443159])"
12470,DD 289,"array([-8.63929105, 23.47862289])"
12471,DD 290,"array([-8.48623875, 23.91615781])"
12472,ELEK 1,"array([-12.16299932,  22.3530059 ])"
12473,DD 380,"array([-8.78371698, 24.37502608])"
12474,DD3 4,"array([-8.2886271 , 21.69628894])"
12475,DD3 5,"array([-8.95619433, 21.31548535])"
12476,PPSM2 6,"array([-10.37719835,  23.81800305])"
12477,PUN5 9,"array([-7.15782762, 19.60046338])"
12478,PUN5 11,"array([-6.91063876, 19.7582534 ])"
12479,PUN5 12,"array([-7.03248324, 19.67322377])"
12480,NO 1,"array([-13.59723277,  24.06203344])"
12481,NO 2,"array([-13.28977379,  24.33071299])"
12482,NO 3,"array([-13.48705133,  24.89199199])"
12483,NO 4,"array([-13.24249226,  26.47789863])"
12484,NO 5,"array([-12.64416464,  26.73363327])"
12485,NO 11,"array([-13.01257591,  24.5954266 ])"
12486,NO 13,"array([-12.74561777,  25.86360309])"
12487,NO 14,"array([-12.54882878,  24.83578593])"
12488,NO 15,"array([-12.38343845,  25.5280832 ])"
12489,NO 21,"array([-12.9348821 ,  25.45021089])"
12490,NO 22,"array([-13.48705146,  25.18552202])"
12491,NO 23,"array([-11.49853526,  25.70153367])"
12492,M/CP 62/4,"array([-5.93596387, 24.94897164])"
12493,DLOK 1,"array([-6.83033415, 24.14412994])"
12494,DLOK 3,"array([-9.6942375 , 25.55079657])"
12495,M/CP 97/2,"array([-11.2229026 ,  30.83103674])"
12496,ASM 190,"array([-9.83035003, 23.03900836])"
12497,ASM 193,"array([-10.98818513,  23.33639757])"
12498,FF 207,"array([-12.28517569,  26.84888445])"
12499,PPTSS 38,"array([-9.60816925, 24.43037491])"
12500,PPTSS 39,"array([-10.79959859,  25.1164441 ])"
12501,PPTSS 40,"array([-11.11267223,  25.47555175])"
12502,ASM 201,"array([-9.60430919, 23.27001682])"
12503,ASM 202,"array([-9.70380823, 23.03940985])"
12504,ASM 203,"array([-12.19851762,  24.21887526])"
12505,PPTSS 44,"array([-9.585899  , 23.58927378])"
12506,PPTSS 45,"array([-11.25022925,  22.83017286])"
12507,PPTSS 46,"array([-10.03950531,  25.47425504])"
12508,ASM 209,"array([-10.55392139,  23.65164704])"
12509,ASM 210,"array([-9.52722928, 22.70708739])"
12510,MK3 37,"array([-6.56193181, 23.55381018])"
12511,M/TU 63,"array([-12.56973424,  23.86129774])"
12512,PM 49,"array([-13.95894896,  20.66514775])"
12513,CA 312,"array([-9.53828619, 26.35419312])"
12514,DD 249,"array([-11.49644139,  25.19429803])"
12515,DD@ 5/4,"array([-10.60127836,  26.66965299])"
12516,PWJ 12,"array([-10.93857708,  25.85306739])"
12517,PWJ 13,"array([-10.79976919,  25.82186345])"
12518,DD 335,"array([-7.87431752, 24.42525884])"
12519,DLOK2 5,"array([-12.93863361,  26.98277851])"
12520,LSHOT 4,"array([-13.29519411,  25.95979033])"
12521,DD 238,"array([-11.29969223,  24.58889149])"
12522,DD 241,"array([-8.49102846, 24.90108395])"
12523,DD 261,"array([-10.42620433,  25.73598023])"
12524,DD 263,"array([-9.28290954, 24.40740382])"
12525,DD 265,"array([-9.17857666, 24.86241275])"
12526,DD@ 5/3,"array([-9.13861999, 24.28953994])"
12527,DD@ 6/2,"array([-9.08279924, 24.73360819])"
12528,DD@ 7/4,"array([-8.93008539, 24.68206683])"
12529,DD@ 8/4,"array([-9.00091857, 24.72960556])"
12530,WARM 10,"array([-9.87478766, 30.98313566])"
12531,WBN 31,"array([-4.21564849, 27.19114289])"
12532,WBN 42,"array([-6.21551662, 27.66999685])"
12533,S-W 19,"array([-6.95831516, 26.20931632])"
12534,XM 29,"array([-16.58246168,  24.48240385])"
12535,XM 33,"array([-16.44148813,  23.25199321])"
12536,XM 36,"array([-14.86725934,  24.06806905])"
12537,XM 37,"array([-13.76124692,  22.93067178])"
12538,XM 51,"array([-16.12058475,  24.35840962])"
12539,ASM 407,"array([-11.14078553,  24.34539735])"
12540,S-M 64,"array([-10.58532246,  20.2168627 ])"
12541,S-M 65,"array([-10.83487819,  21.48873506])"
12542,PPTSS 231,"array([-10.95309135,  20.65677045])"
12543,SENSM 2,"array([-10.80166079,  23.25340558])"
12544,ASM 410,"array([-10.96734984,  22.93483625])"
12545,SENSM 4,"array([-10.83006736,  22.5051686 ])"
12546,ASMU 14,"array([-10.08325208,  22.69247428])"
12547,ASM 414,"array([-10.78551431,  22.43417869])"
12548,ASM 415,"array([-10.90080045,  22.67042264])"
12549,SENSM 9,"array([-11.23379141,  22.6504028 ])"
12550,SENSM 11,"array([-10.45884361,  22.85038297])"
12551,S-M 75,"array([-10.19816448,  22.68617686])"
12552,S-M 88,"array([-10.6867396,  22.6048591])"
12553,TOS 46,"array([-7.77732721, 31.42738654])"
12554,TOS 47,"array([-8.55461776, 30.98122775])"
12555,TOS 68,"array([-8.78664152, 30.27748287])"
12556,TOS 69,"array([-8.52993184, 31.52397987])"
12557,TOS 70,"array([-8.32833785, 31.3200388 ])"
12558,TOS 71,"array([-8.69641316, 31.48707662])"
12559,TOS 72,"array([-9.33016861, 31.01703641])"
12560,TOS 74,"array([-8.7315187, 31.7525643])"
12561,TOS 75,"array([-8.01636798, 31.33801408])"
12562,TOS 76,"array([-8.52906882, 31.27212014])"
12563,TOS 77,"array([-8.84239729, 32.06304752])"
12564,TOS 81,"array([-7.92807352, 31.32301197])"
12565,TOS 82,"array([-8.36056663, 30.67393434])"
12566,TOS 83,"array([-8.75005388, 31.37402328])"
12567,TOS 84,"array([-8.5297885 , 31.40613034])"
12568,TOS 85,"array([-8.26644379, 31.5011057 ])"
12569,TOS 89,"array([-8.76599992, 30.78826172])"
12570,IM 10,"array([-8.59278732, 29.66463153])"
12571,IM 41,"array([-6.77931521, 30.96555032])"
12572,IM 99,"array([-10.49497994,  29.2229919 ])"
12573,IM 100,"array([-8.46064704, 29.92006349])"
12574,PP:PP 3,"array([-14.46309061,  24.48350957])"
12575,THING 7/2,"array([-19.17741109,  28.92470116])"
12576,FF 262,"array([-14.21551361,  29.3811893 ])"
12577,ASM 291,"array([-11.08816189,  21.96640073])"
12578,ASM 292,"array([-11.49531517,  22.13739066])"
12579,ASM 395,"array([-11.23052666,  22.20447149])"
12580,PPTSS 218,"array([-10.59175165,  22.61977826])"
12581,ASM 396,"array([-10.85114786,  24.21390944])"
12582,WOSM 120,"array([-11.11039271,  22.58349363])"
12583,TTA 90,"array([-12.33633588,  32.77282559])"
12584,SUB-M 33,"array([-11.97536518,  32.38447759])"
12585,SUB-M 50,"array([-12.66487612,  29.9176367 ])"
12586,IM 117,"array([-8.22233597, 29.19234245])"
12587,IM 120,"array([-9.12895883, 30.34802576])"
12588,IM 121,"array([-9.46670356, 31.8012602 ])"
12589,IM 122,"array([-9.0395538 , 30.07416867])"
12590,IM 128,"array([-9.54788016, 30.99442295])"
12591,IM 135,"array([-8.20641597, 31.43112209])"
12592,IM 138,"array([-8.06665545, 30.02103653])"
12593,IM 139,"array([-7.84782632, 30.19447265])"
12594,IM 140,"array([-8.2467845 , 30.95073812])"
12595,IM 141,"array([-8.91272776, 29.38873797])"
12596,IM 143,"array([-7.57536052, 30.8911343 ])"
12597,IM 152,"array([-8.39502877, 30.88894849])"
12598,IM 153,"array([-8.62374167, 31.55615367])"
12599,IM 193,"array([-9.43353738, 30.28851341])"
12600,IM 195,"array([-10.74010108,  29.93599471])"
12601,IM 197,"array([-8.65800326, 30.54779001])"
12602,IM 198,"array([-7.98794847, 30.58586129])"
12603,IM 200,"array([-8.90226299, 30.12165715])"
12604,IM 204,"array([-8.15735128, 30.86552702])"
12605,IM 205,"array([-8.88417635, 30.88196684])"
12606,IM 207,"array([-8.21902229, 31.23139777])"
12607,IM 208,"array([-7.92379878, 30.88614312])"
12608,IM 211,"array([-8.70072602, 31.04208386])"
12609,IM 289,"array([-6.69327219, 32.82102611])"
12610,IM 305,"array([-8.71946173, 32.24803032])"
12611,IM 307,"array([-8.26105929, 31.97439929])"
12612,IM 320,"array([-9.56604712, 29.24303285])"
12613,T 417/2,"array([-15.46146619,  32.68171391])"
12614,T 418/2,"array([-15.33601608,  32.86807672])"
12615,CA3 33,"array([-8.49877469, 28.21057118])"
12616,CA3 34,"array([-9.52748532, 28.90532605])"
12617,CA '00,"array([-8.22941095, 27.70764897])"
12618,CA3 39,"array([-8.00449433, 27.77638631])"
12619,ASM 433,"array([-9.75959703, 23.3696582 ])"
12620,ASPOT 26/2,"array([-9.09579238, 29.88619255])"
12621,PPCDGN,"array([-14.58736152,  23.90569294])"
12622,M/CP 103/2,"array([-18.83690541,  32.76982939])"
12623,M/CP 105/2,"array([-18.29295715,  32.63717544])"
12624,ASM 307,"array([-9.52272704, 23.21039313])"
12625,ASM 309,"array([-11.03331629,  22.55528449])"
12626,ASM 313,"array([-11.5236861,  23.3046653])"
12627,ASM 332,"array([-11.47456078,  22.55909442])"
12628,ASM 333,"array([-11.208995 ,  22.5647855])"
12629,ASM 338,"array([-11.2802752,  25.4089031])"
12630,ASM 339,"array([-11.21873887,  25.84824723])"
12631,DRSTR3 33,"array([-9.80890981, 31.60839575])"
12632,LCHFH 6,"array([-7.91055687, 25.24202017])"
12633,FF 133,"array([-11.07817592,  27.83300917])"
12634,LCHFH 8,"array([-8.68941624, 25.88529386])"
12635,LCHFH 9,"array([-12.41629062,  27.46755079])"
12636,LCHFH 10,"array([-7.01975447, 24.55868411])"
12637,LCHFH 11,"array([-6.71179239, 24.6635457 ])"
12638,ASM 123,"array([-10.20049455,  24.39351223])"
12639,LCHFH 12,"array([-9.20972203, 24.35876372])"
12640,LCHFH 13,"array([-7.86142205, 25.11485716])"
12641,LCHFH 15,"array([-8.28466549, 23.77381035])"
12642,PM 17,"array([-8.60824176, 27.59177833])"
12643,PM 18,"array([-7.48536005, 23.61963513])"
12644,PM 19,"array([-8.59947091, 23.26275549])"
12645,PM 20,"array([-8.31880554, 24.07670442])"
12646,PM 21,"array([-8.89919554, 26.32862763])"
12647,PM 22,"array([-8.72878756, 25.64531994])"
12648,PM 23,"array([-7.44403116, 24.05003334])"
12649,PM 26,"array([-6.95161365, 24.45473137])"
12650,PM 27,"array([-7.78978905, 23.84563817])"
12651,PM 29,"array([-8.69197222, 23.07606298])"
12652,PM 30,"array([-7.36447757, 24.46071879])"
12653,PM 31,"array([-7.21063752, 25.69417785])"
12654,M/TIO 13,"array([-10.70937294,  27.834009  ])"
12655,FF 168,"array([-12.43625168,  28.33210098])"
12656,FF 169,"array([-12.69776074,  27.67366173])"
12657,FF 170,"array([-12.7539398,  27.8149914])"
12658,PM 32,"array([-12.18170949,  23.69173623])"
12659,DEF 37,"array([-9.93938301, 28.38509987])"
12660,DEF 38,"array([-9.5919518 , 28.32599559])"
12661,DEF 39,"array([-9.09802406, 28.47657549])"
12662,DEF 40,"array([-9.54584952, 28.51109298])"
12663,DEF@ 1,"array([-9.975292  , 28.64736812])"
12664,DEF 42,"array([-10.61202399,  28.59486187])"
12665,DEF 45,"array([-9.65566159, 29.05793122])"
12666,DEF 46,"array([-9.66881484, 28.85474993])"
12667,PM@ 1,"array([-12.11004035,  23.87317618])"
12668,PM 37,"array([-7.89671542, 24.82410271])"
12669,PM 38,"array([-7.91644239, 24.52132989])"
12670,PM 39,"array([-8.47790876, 24.49863844])"
12671,PM 42,"array([-8.3437032 , 26.10197026])"
12672,PM 44,"array([-7.44871576, 24.2516491 ])"
12673,PM 45,"array([-7.2721383 , 24.64368788])"
12674,PM 46,"array([-7.10063953, 25.64841446])"
12675,PM 47,"array([-7.18959685, 25.54380444])"
12676,PM 48,"array([-10.16525155,  24.91206731])"
12677,PM&IF 50,"array([-12.12429664,  26.06476353])"
12678,PM&IF 51,"array([-11.72351643,  24.46613762])"
12679,PM&IF 52,"array([-10.90586528,  25.20903431])"
12680,PM&IF 53,"array([-11.49174458,  25.28084067])"
12681,M/TU 75,"array([-11.02753547,  24.29486181])"
12682,PM&IF 54,"array([-11.15758874,  24.76227768])"
12683,PM&IF 56,"array([-11.96951224,  24.87974522])"
12684,PM&IF 57,"array([-13.04659268,  25.58664834])"
12685,PM&IF 58,"array([-10.5325257 ,  25.06719502])"
12686,PM&IF 59,"array([-10.89180172,  25.29687787])"
12687,PM&IF 63,"array([-9.37256756, 24.73920834])"
12688,PM&IF 64,"array([-9.73372751, 24.77465576])"
12689,M/TU@ 3,"array([-12.84939135,  27.30334012])"
12690,PM&IF 66,"array([-12.20181297,  25.19349067])"
12691,PM&IF 69,"array([-9.85031739, 25.17556357])"
12692,M/TU 105,"array([-10.57105571,  27.49483031])"
12693,M/TU 105/2,"array([-11.95040339,  24.65022333])"
12694,PM&IF 70,"array([-11.88791384,  24.47189549])"
12695,PM&IF 71,"array([-9.68781617, 24.61411765])"
12696,PM&IF 72,"array([-11.21825478,  24.15433257])"
12697,PM&IF 73,"array([-12.45777188,  26.46956623])"
12698,ROM 23,"array([-13.12336856,  28.10255579])"
12699,PM&IF 76/2,"array([-6.79571468, 24.58981719])"
12700,PM&IF 77,"array([-9.65605591, 24.96889925])"
12701,PM&IF 78,"array([-11.31783162,  25.04378519])"
12702,PM&IF 79,"array([-10.44907857,  25.04694159])"
12703,PM&IF 80,"array([-9.05438397, 24.55710126])"
12704,PM&IF 84,"array([-11.50708005,  25.09328827])"
12705,PM&IF 85,"array([-11.71433028,  26.80722321])"
12706,PM&IF 86,"array([-10.52248321,  24.70423811])"
12707,M/TIO 94,"array([-12.45653127,  26.9000869 ])"
12708,PM&IF 89,"array([-10.75099417,  24.84341599])"
12709,PM&IF 90,"array([-11.87721629,  25.43513637])"
12710,PM&IF 91,"array([-12.039584  ,  23.38363348])"
12711,M/TU 126,"array([-7.48015591, 26.83745604])"
12712,PM&IF 92,"array([-10.92737032,  25.00406681])"
12713,PM&IF 93,"array([-10.71912223,  25.0719446 ])"
12714,PM&IF 94,"array([-10.56506663,  25.14279063])"
12715,PM&IF 95,"array([-11.65846801,  24.76517587])"
12716,PM&IF 96,"array([-10.58486089,  25.22904961])"
12717,PM&IF 97,"array([-11.20940599,  24.62154291])"
12718,PM&IF 98,"array([-10.4569787 ,  24.80560369])"
12719,PM&IF 99,"array([-10.63742052,  24.67581131])"
12720,PM&IF 100,"array([-10.64436922,  24.75729679])"
12721,PM&IF 101,"array([-11.32701835,  24.08956829])"
12722,PM&IF 102,"array([-10.83627003,  27.0431226 ])"
12723,IM 177,"array([-9.50364067, 28.0937814 ])"
12724,PM&IF 103,"array([-11.48116578,  24.77630839])"
12725,PM&IF 104,"array([-11.09184809,  24.95908053])"
12726,PM&IF 106,"array([-10.94339936,  26.25779843])"
12727,PM&IF 107,"array([-9.44970028, 25.0800417 ])"
12728,PM&IF 108,"array([-10.6968897 ,  25.35685794])"
12729,PM&IF 109,"array([-9.8770821 , 25.03730274])"
12730,H2 300,"array([-11.03217112,  28.07189827])"
12731,PM&IF 111,"array([-10.84526338,  26.81735759])"
12732,PM&IF 112,"array([-10.66232211,  26.86211577])"
